StockCode,InvoiceYearMonth,Country,total_quantity,avg_price_monthly,price_change,log_total_quantity
10133,2011-08-01,United Kingdom,723,0.4897510373443984,-0.01640086138977881,6.584791392385716
10133,2011-09-01,United Kingdom,207,0.4457487922705314,-0.04400224507386702,5.337538079701318
10135,2010-12-01,United Kingdom,411,0.6788807785888077,0.0,6.021023349349527
10135,2011-01-01,United Kingdom,613,0.7950734094616639,0.11619263087285625,6.419994928147142
10135,2011-02-01,United Kingdom,72,1.1706944444444445,0.37562103498278054,4.290459441148391
10135,2011-03-01,United Kingdom,58,1.2708620689655172,0.10016762452107275,4.07753744390572
10135,2011-04-01,United Kingdom,30,1.25,-0.020862068965517233,3.4339872044851463
10135,2011-05-01,United Kingdom,13,1.7153846153846155,0.4653846153846155,2.6390573296152584
10135,2011-06-01,United Kingdom,35,1.25,-0.4653846153846155,3.58351893845611
10135,2011-07-01,United Kingdom,167,1.25,0.0,5.123963979403259
10135,2011-08-01,United Kingdom,152,1.125,-0.125,5.030437921392435
10135,2011-09-01,United Kingdom,70,1.4228571428571428,0.2978571428571428,4.2626798770413155
10135,2011-10-01,United Kingdom,70,1.474714285714286,0.05185714285714327,4.2626798770413155
10135,2011-11-01,United Kingdom,171,1.2428070175438597,-0.2319072681704264,5.147494476813453
10135,2011-12-01,United Kingdom,69,1.4078260869565218,0.1650190694126621,4.248495242049359
11001,2010-12-01,United Kingdom,58,1.9203448275862067,0.0,4.07753744390572
11001,2011-01-01,United Kingdom,17,1.788235294117647,-0.1321095334685598,2.8903717578961645
11001,2011-02-01,United Kingdom,26,2.305384615384616,0.5171493212669689,3.295836866004329
11001,2011-03-01,United Kingdom,52,1.7823076923076924,-0.5230769230769234,3.970291913552122
11001,2011-04-01,United Kingdom,36,1.6900000000000002,-0.0923076923076922,3.6109179126442243
11001,2011-05-01,United Kingdom,96,1.6900000000000002,0.0,4.574710978503383
11001,2011-06-01,United Kingdom,185,1.2158378378378378,-0.47416216216216234,5.225746673713202
11001,2011-07-01,United Kingdom,204,0.935392156862745,-0.2804456809750928,5.3230099791384085
11001,2011-08-01,United Kingdom,483,1.2898343685300206,0.35444221166727563,6.182084906716632
11001,2011-09-01,United Kingdom,64,1.765,0.47516563146997925,4.174387269895637
11001,2011-10-01,United Kingdom,100,1.946,0.18100000000000005,4.61512051684126
11001,2011-11-01,United Kingdom,96,1.9066666666666665,-0.03933333333333344,4.574710978503383
11001,2011-12-01,United Kingdom,22,2.053636363636364,0.14696969696969764,3.1354942159291497
15034,2010-12-01,United Kingdom,45,0.2504444444444444,0.0,3.828641396489095
15034,2011-01-01,United Kingdom,177,0.1754237288135593,-0.07502071563088511,5.181783550292085
15034,2011-02-01,United Kingdom,80,0.209,0.03357627118644069,4.394449154672439
15034,2011-03-01,United Kingdom,99,0.1609090909090909,-0.0480909090909091,4.605170185988092
15034,2011-04-01,United Kingdom,517,0.1088394584139265,-0.052069632495164386,6.249975242259483
15034,2011-05-01,United Kingdom,827,0.1491777509068924,0.04033829249296589,6.71901315438526
15034,2011-06-01,United Kingdom,1621,0.0782418260333127,-0.07093592487357969,7.3914152346753585
15034,2011-07-01,United Kingdom,212,0.1627830188679245,0.08454119283461181,5.3612921657094255
15034,2011-08-01,United Kingdom,205,0.4664878048780487,0.3037047860101242,5.327876168789581
15034,2011-09-01,United Kingdom,346,0.1539595375722543,-0.3125282673057944,5.849324779946859
15034,2011-10-01,United Kingdom,1695,0.0916637168141593,-0.062295820758095005,7.4360278163518485
15034,2011-11-01,United Kingdom,573,0.1592670157068063,0.06760329889264699,6.352629396319567
15034,2011-12-01,United Kingdom,2,0.83,0.6707329842931937,1.0986122886681098
15036,2011-02-01,France,12,0.75,0.0,2.5649493574615367
15036,2011-06-01,France,36,0.83,0.07999999999999996,3.6109179126442243
15036,2011-09-01,France,12,0.83,0.0,2.5649493574615367
15036,2011-03-01,Germany,24,0.75,0.0,3.2188758248682006
15036,2011-04-01,Germany,36,0.75,0.0,3.6109179126442243
15036,2011-05-01,Germany,732,0.6824590163934426,-0.06754098360655736,6.597145701886651
15036,2011-06-01,Germany,360,0.8300000000000001,0.14754098360655743,5.8888779583328805
15036,2011-09-01,Germany,12,0.83,-1.1102230246251565e-16,2.5649493574615367
15036,2011-03-01,Sweden,12,0.75,0.0,2.5649493574615367
15036,2011-08-01,Sweden,720,0.72,-0.030000000000000027,6.580639137284949
15036,2011-10-01,Sweden,72,0.83,0.10999999999999999,4.290459441148391
15036,2010-12-01,United Kingdom,149,0.8531543624161074,0.0,5.0106352940962555
15036,2011-01-01,United Kingdom,977,0.6490481064483111,-0.2041062559677963,6.885509670034818
15036,2011-02-01,United Kingdom,2248,0.7016725978647687,0.05262449141645753,7.718240951959316
15036,2011-03-01,United Kingdom,3068,0.7250717079530639,0.023399110088295205,8.029107054619736
15036,2011-04-01,United Kingdom,1930,0.7773367875647669,0.052265079611703014,7.565793282428515
15036,2011-05-01,United Kingdom,3352,0.8285680190930788,0.05123123152831188,8.117610746466228
15036,2011-06-01,United Kingdom,2926,0.8058714969241285,-0.02269652216895024,7.9817332866918855
15036,2011-07-01,United Kingdom,3462,0.7715366839976892,-0.03433481292643936,8.149890544402423
15036,2011-08-01,United Kingdom,707,1.073281471004243,0.30174478700655394,6.56244409369372
15036,2011-09-01,United Kingdom,391,0.904475703324808,-0.16880576767943511,5.971261839790462
15036,2011-10-01,United Kingdom,1183,0.8032882502113271,-0.10118745311348087,7.076653815443951
15036,2011-11-01,United Kingdom,604,0.882980132450331,0.07969188223900392,6.405228458030842
15036,2011-12-01,United Kingdom,69,1.0734782608695652,0.1904981284192342,4.248495242049359
15039,2010-12-01,United Kingdom,20,0.9715,0.0,3.044522437723423
15039,2011-01-01,United Kingdom,54,1.387222222222222,0.4157222222222219,4.007333185232471
15039,2011-02-01,United Kingdom,11,1.63,0.24277777777777798,2.4849066497880004
15039,2011-03-01,United Kingdom,32,1.4349999999999998,-0.19500000000000006,3.4965075614664802
15039,2011-04-01,United Kingdom,55,0.8925454545454546,-0.5424545454545452,4.02535169073515
15039,2011-05-01,United Kingdom,595,0.6925882352941177,-0.19995721925133692,6.39024066706535
15039,2011-06-01,United Kingdom,460,0.7863043478260869,0.09371611253196921,6.133398042996649
15039,2011-07-01,United Kingdom,241,0.9697510373443984,0.18344668951831145,5.488937726156687
15039,2011-08-01,United Kingdom,152,1.2964473684210525,0.3266963310766541,5.030437921392435
15039,2011-09-01,United Kingdom,60,0.915,-0.3814473684210524,4.110873864173311
15039,2011-10-01,United Kingdom,134,0.8586567164179104,-0.05634328358208962,4.90527477843843
15039,2011-11-01,United Kingdom,209,1.4583253588516745,0.599668642433764,5.3471075307174685
15039,2011-12-01,United Kingdom,47,1.596808510638298,0.13848315178662363,3.871201010907891
15044A,2010-12-01,United Kingdom,6,2.9500000000000006,0.0,1.9459101490553132
15044A,2011-01-01,United Kingdom,20,2.95,-4.440892098500626e-16,3.044522437723423
15044A,2011-02-01,United Kingdom,13,3.823846153846154,0.8738461538461539,2.6390573296152584
15044A,2011-03-01,United Kingdom,95,2.799263157894737,-1.024582995951417,4.564348191467836
15044A,2011-04-01,United Kingdom,36,3.186666666666667,0.38740350877192986,3.6109179126442243
15044A,2011-05-01,United Kingdom,67,3.161940298507463,-0.024726368159203815,4.219507705176107
15044A,2011-06-01,United Kingdom,57,3.248947368421053,0.08700706991358986,4.060443010546419
15044A,2011-07-01,United Kingdom,47,3.1312765957446813,-0.11767077267637172,3.871201010907891
15044A,2011-08-01,United Kingdom,21,4.031904761904762,0.900628166160081,3.091042453358316
15044A,2011-09-01,United Kingdom,32,3.2162500000000005,-0.8156547619047618,3.4965075614664802
15044A,2011-10-01,United Kingdom,3,2.9500000000000006,-0.2662499999999999,1.3862943611198906
15044A,2011-11-01,United Kingdom,28,3.1528571428571435,0.20285714285714285,3.367295829986474
15044A,2011-12-01,United Kingdom,3,4.843333333333334,1.6904761904761902,1.3862943611198906
15044B,2010-12-01,United Kingdom,3,3.936666666666667,0.0,1.3862943611198906
15044B,2011-01-01,United Kingdom,18,2.95,-0.9866666666666668,2.9444389791664403
15044B,2011-02-01,United Kingdom,16,3.3050000000000006,0.3550000000000004,2.833213344056216
15044B,2011-03-01,United Kingdom,70,2.745428571428572,-0.5595714285714286,4.2626798770413155
15044B,2011-04-01,United Kingdom,28,3.355714285714286,0.6102857142857139,3.367295829986474
15044B,2011-05-01,United Kingdom,106,2.8416981132075474,-0.5140161725067385,4.672828834461906
15044B,2011-06-01,United Kingdom,31,3.1332258064516134,0.291527693244066,3.4657359027997265
15044B,2011-07-01,United Kingdom,25,2.95,-0.18322580645161324,3.258096538021482
15044B,2011-09-01,United Kingdom,6,2.9500000000000006,4.440892098500626e-16,1.9459101490553132
15044C,2010-12-01,United Kingdom,10,3.838,0.0,2.3978952727983707
15044C,2011-01-01,United Kingdom,7,5.79,1.952,2.0794415416798357
15044C,2011-02-01,United Kingdom,8,2.95,-2.84,2.1972245773362196
15044C,2011-03-01,United Kingdom,82,2.8446341463414635,-0.10536585365853668,4.418840607796598
15044C,2011-04-01,United Kingdom,16,4.1925,1.3478658536585364,2.833213344056216
15044C,2011-05-01,United Kingdom,35,3.274571428571429,-0.917928571428571,3.58351893845611
15044C,2011-06-01,United Kingdom,44,3.2727272727272734,-0.0018441558441555372,3.8066624897703196
15044C,2011-07-01,United Kingdom,34,3.4511764705882357,0.17844919786096236,3.5553480614894135
15044C,2011-08-01,United Kingdom,16,3.4825000000000004,0.03132352941176464,2.833213344056216
15044C,2011-09-01,United Kingdom,25,3.1772000000000005,-0.3052999999999999,3.258096538021482
15044C,2011-10-01,United Kingdom,6,3.423333333333334,0.24613333333333332,1.9459101490553132
15044C,2011-11-01,United Kingdom,17,2.95,-0.4733333333333336,2.8903717578961645
15044C,2011-12-01,United Kingdom,2,2.95,0.0,1.0986122886681098
15044D,2010-12-01,United Kingdom,1,5.91,0.0,0.6931471805599453
15044D,2011-01-01,United Kingdom,27,3.0551851851851857,-2.8548148148148145,3.332204510175204
15044D,2011-02-01,United Kingdom,8,3.66,0.6048148148148145,2.1972245773362196
15044D,2011-03-01,United Kingdom,133,2.670601503759398,-0.9893984962406019,4.897839799950911
15044D,2011-04-01,United Kingdom,28,3.051428571428572,0.38082706766917385,3.367295829986474
15044D,2011-05-01,United Kingdom,62,3.041612903225807,-0.009815668202765249,4.143134726391533
15044D,2011-06-01,United Kingdom,23,3.073478260869565,0.03186535764375842,3.1780538303479458
15044D,2011-07-01,United Kingdom,103,2.678155339805825,-0.3953229210637401,4.6443908991413725
15044D,2011-08-01,United Kingdom,25,3.6316,0.9534446601941751,3.258096538021482
15044D,2011-09-01,United Kingdom,95,2.6468421052631577,-0.9847578947368425,4.564348191467836
15044D,2011-10-01,United Kingdom,78,2.5807692307692305,-0.06607287449392718,4.3694478524670215
15044D,2011-11-01,United Kingdom,24,3.068333333333334,0.4875641025641033,3.2188758248682006
15044D,2011-12-01,United Kingdom,2,2.95,-0.11833333333333362,1.0986122886681098
15056BL,2010-12-01,France,21,5.950000000000001,0.0,3.091042453358316
15056BL,2011-01-01,France,12,5.95,-8.881784197001252e-16,2.5649493574615367
15056BL,2011-02-01,France,30,5.95,0.0,3.4339872044851463
15056BL,2011-03-01,France,3,5.95,0.0,1.3862943611198906
15056BL,2011-06-01,France,6,5.95,0.0,1.9459101490553132
15056BL,2011-07-01,France,3,5.95,0.0,1.3862943611198906
15056BL,2011-08-01,France,9,5.95,0.0,2.302585092994046
15056BL,2011-09-01,France,6,5.95,0.0,1.9459101490553132
15056BL,2011-11-01,France,21,5.950000000000001,8.881784197001252e-16,3.091042453358316
15056BL,2011-01-01,Germany,3,5.95,0.0,1.3862943611198906
15056BL,2011-03-01,Germany,12,5.95,0.0,2.5649493574615367
15056BL,2011-04-01,Germany,18,5.95,0.0,2.9444389791664403
15056BL,2011-05-01,Germany,84,5.235714285714286,-0.7142857142857144,4.442651256490317
15056BL,2011-06-01,Germany,18,5.95,0.7142857142857144,2.9444389791664403
15056BL,2011-07-01,Germany,27,5.95,0.0,3.332204510175204
15056BL,2011-08-01,Germany,3,5.95,0.0,1.3862943611198906
15056BL,2011-09-01,Germany,3,5.95,0.0,1.3862943611198906
15056BL,2011-10-01,Germany,15,5.95,0.0,2.772588722239781
15056BL,2011-11-01,Germany,12,5.95,0.0,2.5649493574615367
15056BL,2010-12-01,United Kingdom,152,6.148421052631579,0.0,5.030437921392435
15056BL,2011-01-01,United Kingdom,178,5.385561797752809,-0.7628592548787703,5.187385805840755
15056BL,2011-02-01,United Kingdom,82,5.949999999999999,0.5644382022471905,4.418840607796598
15056BL,2011-03-01,United Kingdom,107,5.95,8.881784197001252e-16,4.68213122712422
15056BL,2011-04-01,United Kingdom,70,6.043,0.09299999999999997,4.2626798770413155
15056BL,2011-05-01,United Kingdom,105,5.564571428571428,-0.4784285714285721,4.663439094112067
15056BL,2011-06-01,United Kingdom,117,5.569914529914531,0.005343101343102674,4.770684624465665
15056BL,2011-07-01,United Kingdom,464,5.1661853448275865,-0.4037291850869442,6.142037405587356
15056BL,2011-08-01,United Kingdom,206,5.527961165048544,0.36177582022095756,5.332718793265369
15056BL,2011-09-01,United Kingdom,228,5.69921052631579,0.17124936126724588,5.43372200355424
15056BL,2011-10-01,United Kingdom,492,5.189878048780488,-0.5093324775353016,6.20050917404269
15056BL,2011-11-01,United Kingdom,118,5.763898305084747,0.5740202563042587,4.77912349311153
15056BL,2011-12-01,United Kingdom,42,6.415,0.651101694915253,3.7612001156935624
15056N,2010-12-01,EIRE,6,5.95,0.0,1.9459101490553132
15056N,2011-02-01,EIRE,14,5.950000000000001,8.881784197001252e-16,2.70805020110221
15056N,2011-03-01,EIRE,9,5.95,-8.881784197001252e-16,2.302585092994046
15056N,2011-04-01,EIRE,3,5.95,0.0,1.3862943611198906
15056N,2011-05-01,EIRE,12,5.95,0.0,2.5649493574615367
15056N,2011-06-01,EIRE,18,5.95,0.0,2.9444389791664403
15056N,2011-07-01,EIRE,3,5.95,0.0,1.3862943611198906
15056N,2011-09-01,EIRE,6,5.95,0.0,1.9459101490553132
15056N,2011-10-01,EIRE,36,5.95,0.0,3.6109179126442243
15056N,2011-11-01,EIRE,6,5.95,0.0,1.9459101490553132
15056N,2011-01-01,Germany,3,5.95,0.0,1.3862943611198906
15056N,2011-03-01,Germany,3,5.95,0.0,1.3862943611198906
15056N,2011-05-01,Germany,69,5.080434782608696,-0.8695652173913038,4.248495242049359
15056N,2011-06-01,Germany,19,5.95,0.8695652173913038,2.995732273553991
15056N,2011-07-01,Germany,12,5.95,0.0,2.5649493574615367
15056N,2011-08-01,Germany,9,5.95,0.0,2.302585092994046
15056N,2011-10-01,Germany,6,5.95,0.0,1.9459101490553132
15056N,2011-11-01,Germany,6,5.95,0.0,1.9459101490553132
15056N,2010-12-01,United Kingdom,117,5.774102564102565,0.0,4.770684624465665
15056N,2011-01-01,United Kingdom,130,5.990692307692308,0.21658974358974348,4.875197323201151
15056N,2011-02-01,United Kingdom,255,5.397294117647059,-0.5933981900452494,5.545177444479562
15056N,2011-03-01,United Kingdom,468,5.368974358974359,-0.028319758672699535,6.150602768446279
15056N,2011-04-01,United Kingdom,174,5.9044827586206905,0.5355083996463312,5.1647859739235145
15056N,2011-05-01,United Kingdom,262,5.715610687022901,-0.18887207159778985,5.572154032177765
15056N,2011-06-01,United Kingdom,352,5.541335227272727,-0.17427545975017367,5.8664680569332965
15056N,2011-07-01,United Kingdom,667,5.346041979010495,-0.1952932482622316,6.504288173536645
15056N,2011-08-01,United Kingdom,408,5.59110294117647,0.24506096216597495,6.013715156042802
15056N,2011-09-01,United Kingdom,270,5.843111111111112,0.2520081699346415,5.602118820879701
15056N,2011-10-01,United Kingdom,200,5.785300000000001,-0.05781111111111059,5.303304908059076
15056N,2011-11-01,United Kingdom,144,5.592708333333333,-0.19259166666666783,4.976733742420574
15056N,2011-12-01,United Kingdom,60,6.184,0.5912916666666668,4.110873864173311
15056P,2011-01-01,Germany,3,5.95,0.0,1.3862943611198906
15056P,2011-05-01,Germany,60,4.95,-1.0,4.110873864173311
15056P,2011-06-01,Germany,6,5.95,1.0,1.9459101490553132
15056P,2011-07-01,Germany,12,5.95,0.0,2.5649493574615367
15056P,2011-08-01,Germany,9,5.95,0.0,2.302585092994046
15056P,2011-09-01,Germany,3,5.95,0.0,1.3862943611198906
15056P,2011-10-01,Germany,6,5.95,0.0,1.9459101490553132
15056P,2011-11-01,Germany,6,5.95,0.0,1.9459101490553132
15056P,2010-12-01,United Kingdom,58,5.066206896551724,0.0,4.07753744390572
15056P,2011-01-01,United Kingdom,10,6.601000000000001,1.5347931034482771,2.3978952727983707
15056P,2011-02-01,United Kingdom,23,5.950000000000001,-0.6509999999999998,3.1780538303479458
15056P,2011-03-01,United Kingdom,19,6.292631578947368,0.3426315789473673,2.995732273553991
15056P,2011-04-01,United Kingdom,90,5.355666666666666,-0.9369649122807022,4.51085950651685
15056P,2011-05-01,United Kingdom,17,6.332941176470589,0.977274509803923,2.8903717578961645
15056P,2011-06-01,United Kingdom,13,5.950000000000001,-0.3829411764705881,2.6390573296152584
15056P,2011-07-01,United Kingdom,117,5.423589743589744,-0.5264102564102568,4.770684624465665
15056P,2011-08-01,United Kingdom,64,5.95,0.526410256410256,4.174387269895637
15056P,2011-09-01,United Kingdom,27,5.95,0.0,3.332204510175204
15056P,2011-10-01,United Kingdom,43,5.322093023255814,-0.6279069767441863,3.784189633918261
15056P,2011-11-01,United Kingdom,72,5.554583333333334,0.2324903100775204,4.290459441148391
15056P,2011-12-01,United Kingdom,7,5.950000000000001,0.39541666666666675,2.0794415416798357
15056bl,2010-12-01,United Kingdom,11,12.72,0.0,2.4849066497880004
15056bl,2011-01-01,United Kingdom,3,12.46,-0.2599999999999998,1.3862943611198906
15056bl,2011-02-01,United Kingdom,8,12.46,0.0,2.1972245773362196
15056bl,2011-03-01,United Kingdom,3,12.46,0.0,1.3862943611198906
15056bl,2011-04-01,United Kingdom,5,12.46,0.0,1.791759469228055
15056bl,2011-05-01,United Kingdom,9,12.46,0.0,2.302585092994046
15056bl,2011-06-01,United Kingdom,11,12.46,0.0,2.4849066497880004
15056bl,2011-07-01,United Kingdom,2,12.46,0.0,1.0986122886681098
15056bl,2011-08-01,United Kingdom,10,12.46,0.0,2.3978952727983707
15056bl,2011-09-01,United Kingdom,8,12.46,0.0,2.1972245773362196
15056bl,2011-10-01,United Kingdom,5,12.46,0.0,1.791759469228055
15056bl,2011-11-01,United Kingdom,7,12.46,0.0,2.0794415416798357
15056bl,2011-12-01,United Kingdom,5,12.46,0.0,1.791759469228055
15056n,2010-12-01,United Kingdom,11,12.72,0.0,2.4849066497880004
15056n,2011-01-01,United Kingdom,2,12.46,-0.2599999999999998,1.0986122886681098
15056n,2011-02-01,United Kingdom,5,12.46,0.0,1.791759469228055
15056n,2011-03-01,United Kingdom,10,12.46,0.0,2.3978952727983707
15056n,2011-04-01,United Kingdom,3,12.46,0.0,1.3862943611198906
15056n,2011-05-01,United Kingdom,14,12.46,0.0,2.70805020110221
15056n,2011-06-01,United Kingdom,11,12.46,0.0,2.4849066497880004
15056n,2011-07-01,United Kingdom,22,12.46,0.0,3.1354942159291497
15056n,2011-08-01,United Kingdom,21,12.46,0.0,3.091042453358316
15056n,2011-09-01,United Kingdom,10,12.46,0.0,2.3978952727983707
15056n,2011-10-01,United Kingdom,11,12.46,0.0,2.4849066497880004
15056n,2011-11-01,United Kingdom,7,12.46,0.0,2.0794415416798357
15056p,2010-12-01,United Kingdom,5,12.72,0.0,1.791759469228055
15056p,2011-01-01,United Kingdom,2,12.46,-0.2599999999999998,1.0986122886681098
15056p,2011-02-01,United Kingdom,1,12.46,0.0,0.6931471805599453
15056p,2011-03-01,United Kingdom,1,12.46,0.0,0.6931471805599453
15056p,2011-04-01,United Kingdom,2,12.46,0.0,1.0986122886681098
15056p,2011-05-01,United Kingdom,5,12.46,0.0,1.791759469228055
15056p,2011-06-01,United Kingdom,5,12.46,0.0,1.791759469228055
15056p,2011-07-01,United Kingdom,3,12.46,0.0,1.3862943611198906
15056p,2011-08-01,United Kingdom,5,12.46,0.0,1.791759469228055
15056p,2011-09-01,United Kingdom,1,12.46,0.0,0.6931471805599453
15056p,2011-10-01,United Kingdom,1,12.46,0.0,0.6931471805599453
15056p,2011-11-01,United Kingdom,1,12.46,0.0,0.6931471805599453
15056p,2011-12-01,United Kingdom,1,12.46,0.0,0.6931471805599453
15058A,2010-12-01,United Kingdom,1,7.95,0.0,0.6931471805599453
15058A,2011-03-01,United Kingdom,5,11.352,3.402,1.791759469228055
15058A,2011-04-01,United Kingdom,16,8.305,-3.0470000000000006,2.833213344056216
15058A,2011-05-01,United Kingdom,52,8.580769230769231,0.27576923076923165,3.970291913552122
15058A,2011-06-01,United Kingdom,57,7.816666666666666,-0.7641025641025649,4.060443010546419
15058A,2011-07-01,United Kingdom,16,8.66,0.8433333333333337,2.833213344056216
15058A,2011-08-01,United Kingdom,18,8.072222222222223,-0.5877777777777773,2.9444389791664403
15058A,2011-09-01,United Kingdom,5,9.654,1.581777777777777,1.791759469228055
15058A,2011-10-01,United Kingdom,3,10.79,1.1359999999999992,1.3862943611198906
15058A,2011-11-01,United Kingdom,2,7.95,-2.839999999999999,1.0986122886681098
15058B,2010-12-01,United Kingdom,1,7.95,0.0,0.6931471805599453
15058B,2011-01-01,United Kingdom,3,7.95,0.0,1.3862943611198906
15058B,2011-02-01,United Kingdom,1,24.96,17.01,0.6931471805599453
15058B,2011-03-01,United Kingdom,4,16.455000000000002,-8.504999999999999,1.6094379124341003
15058B,2011-04-01,United Kingdom,19,8.248947368421051,-8.20605263157895,2.995732273553991
15058B,2011-05-01,United Kingdom,74,7.048918918918919,-1.200028449502132,4.31748811353631
15058B,2011-06-01,United Kingdom,55,8.173272727272726,1.1243538083538072,4.02535169073515
15058B,2011-07-01,United Kingdom,19,9.743684210526316,1.57041148325359,2.995732273553991
15058B,2011-08-01,United Kingdom,24,8.751666666666667,-0.9920175438596495,3.2188758248682006
15058B,2011-09-01,United Kingdom,7,10.384285714285712,1.6326190476190447,2.0794415416798357
15058B,2011-11-01,United Kingdom,1,7.95,-2.4342857142857115,0.6931471805599453
15058C,2011-05-01,France,10,3.95,0.0,2.3978952727983707
15058C,2011-06-01,France,2,7.95,4.0,1.0986122886681098
15058C,2011-03-01,Netherlands,2,7.95,0.0,1.0986122886681098
15058C,2011-05-01,Netherlands,10,3.95,-4.0,2.3978952727983707
15058C,2011-02-01,United Kingdom,4,7.95,0.0,1.6094379124341003
15058C,2011-03-01,United Kingdom,12,6.034166666666667,-1.9158333333333335,2.5649493574615367
15058C,2011-04-01,United Kingdom,14,10.179285714285712,4.145119047619045,2.70805020110221
15058C,2011-05-01,United Kingdom,67,5.515970149253731,-4.66331556503198,4.219507705176107
15058C,2011-06-01,United Kingdom,58,4.79551724137931,-0.7204529078744217,4.07753744390572
15058C,2011-07-01,United Kingdom,33,6.214242424242424,1.4187251828631142,3.5263605246161616
15058C,2011-08-01,United Kingdom,11,9.757272727272728,3.543030303030304,2.4849066497880004
15058C,2011-09-01,United Kingdom,4,10.08,0.3227272727272723,1.6094379124341003
15058C,2011-10-01,United Kingdom,1,10.79,0.7099999999999991,0.6931471805599453
15058C,2011-11-01,United Kingdom,1,10.79,0.0,0.6931471805599453
15058C,2011-12-01,United Kingdom,1,10.79,0.0,0.6931471805599453
15060B,2010-12-01,United Kingdom,56,4.592857142857143,0.0,4.04305126783455
15060B,2011-01-01,United Kingdom,37,4.359189189189189,-0.233667953667954,3.6375861597263857
15060B,2011-02-01,United Kingdom,19,5.422631578947368,1.0634423897581788,2.995732273553991
15060B,2011-03-01,United Kingdom,19,4.466842105263158,-0.9557894736842103,2.995732273553991
15060B,2011-04-01,United Kingdom,5,5.566,1.099157894736842,1.791759469228055
15060B,2011-05-01,United Kingdom,27,3.918148148148148,-1.647851851851852,3.332204510175204
15060B,2011-06-01,United Kingdom,16,4.60125,0.6831018518518523,2.833213344056216
15060B,2011-07-01,United Kingdom,32,3.891875,-0.7093750000000001,3.4965075614664802
