StockCode,InvoiceYearMonth,Country,total_quantity,avg_price_monthly
11001,2011-09,United Kingdom,64,1.765
11001,2011-10,United Kingdom,100,1.946
11001,2011-11,United Kingdom,96,1.9066666666666665
11001,2011-12,United Kingdom,22,2.0536363636363637
11001,2011-09,Unspecified,16,1.69
11001,2011-11,Unspecified,16,1.69
15030,2011-03,United Kingdom,5,0.29
15030,2011-06,United Kingdom,10,0.29
15030,2011-07,United Kingdom,89,0.29
15030,2011-08,United Kingdom,2,0.29
15030,2011-09,United Kingdom,3,0.29
15030,2011-10,United Kingdom,10,0.29
15030,2011-11,United Kingdom,22,0.29
15030,2011-12,United Kingdom,2,0.29
15034,2011-09,Germany,24,0.14
15034,2011-03,Greece,24,0.14
15034,2011-09,Norway,24,0.14
15034,2011-10,Norway,96,0.14
15034,2011-04,Spain,24,0.14
15034,2010-12,United Kingdom,45,0.2504444444444444
15034,2011-01,United Kingdom,177,0.17542372881355936
15034,2011-02,United Kingdom,80,0.209
15034,2011-03,United Kingdom,99,0.16090909090909092
15034,2011-04,United Kingdom,517,0.10883945841392652
15034,2011-05,United Kingdom,827,0.1491777509068924
15034,2011-06,United Kingdom,1621,0.07824182603331278
15034,2011-07,United Kingdom,212,0.16278301886792454
15034,2011-08,United Kingdom,205,0.46648780487804875
15034,2011-09,United Kingdom,346,0.15395953757225436
15034,2011-10,United Kingdom,1695,0.09166371681415932
15034,2011-11,United Kingdom,573,0.15926701570680632
15034,2011-12,United Kingdom,2,0.83
15036,2011-05,Australia,600,0.72
15036,2011-06,Denmark,12,0.83
15036,2011-07,EIRE,24,0.83
15036,2011-09,EIRE,24,0.83
15036,2011-02,France,12,0.75
15036,2011-06,France,36,0.83
15036,2011-09,France,12,0.83
15036,2011-03,Germany,24,0.75
15036,2011-04,Germany,36,0.75
15036,2011-05,Germany,732,0.6824590163934426
15036,2011-06,Germany,360,0.8300000000000001
15036,2011-09,Germany,12,0.83
15036,2010-12,Italy,12,0.75
15036,2011-06,Netherlands,12,0.83
15036,2011-09,Norway,48,0.83
15036,2011-03,Sweden,12,0.75
15036,2011-08,Sweden,720,0.72
15036,2011-10,Sweden,72,0.83
15036,2010-12,United Kingdom,149,0.8531543624161074
15036,2011-01,United Kingdom,977,0.6490481064483111
15036,2011-02,United Kingdom,2248,0.7016725978647687
15036,2011-03,United Kingdom,3068,0.7250717079530639
15036,2011-04,United Kingdom,1930,0.7773367875647669
15036,2011-05,United Kingdom,3352,0.8285680190930788
15036,2011-06,United Kingdom,2926,0.8058714969241285
15036,2011-07,United Kingdom,3462,0.7715366839976892
15036,2011-08,United Kingdom,707,1.0732814710042433
15036,2011-09,United Kingdom,391,0.9044757033248081
15036,2011-10,United Kingdom,1183,0.8032882502113271
15036,2011-11,United Kingdom,604,0.882980132450331
15036,2011-12,United Kingdom,69,1.0734782608695652
15039,2011-05,Belgium,10,0.85
15039,2011-06,France,10,0.85
15039,2011-09,Germany,1,0.85
15039,2010-12,United Kingdom,20,0.9715
15039,2011-01,United Kingdom,54,1.3872222222222221
15039,2011-02,United Kingdom,11,1.63
15039,2011-03,United Kingdom,32,1.4349999999999998
15039,2011-04,United Kingdom,55,0.8925454545454546
15039,2011-05,United Kingdom,595,0.6925882352941177
15039,2011-06,United Kingdom,460,0.7863043478260869
15039,2011-07,United Kingdom,241,0.9697510373443983
15039,2011-08,United Kingdom,152,1.2964473684210525
15039,2011-09,United Kingdom,60,0.9149999999999999
15039,2011-10,United Kingdom,134,0.8586567164179104
15039,2011-11,United Kingdom,209,1.4583253588516745
15039,2011-12,United Kingdom,47,1.5968085106382979
15044A,2011-07,Canada,6,2.9500000000000006
15044A,2011-04,Germany,6,2.9500000000000006
15044A,2011-05,Germany,6,2.9500000000000006
15044A,2011-06,Germany,6,2.9500000000000006
15044A,2011-08,Germany,6,2.9500000000000006
15044A,2011-11,Germany,6,2.9500000000000006
15044A,2010-12,United Kingdom,6,2.9500000000000006
15044A,2011-01,United Kingdom,20,2.95
15044A,2011-02,United Kingdom,13,3.823846153846154
15044A,2011-03,United Kingdom,95,2.799263157894737
15044A,2011-04,United Kingdom,36,3.186666666666667
15044A,2011-05,United Kingdom,67,3.161940298507463
15044A,2011-06,United Kingdom,57,3.248947368421053
15044A,2011-07,United Kingdom,47,3.1312765957446813
15044A,2011-08,United Kingdom,21,4.031904761904762
15044A,2011-09,United Kingdom,32,3.2162500000000005
15044A,2011-10,United Kingdom,3,2.9500000000000006
15044A,2011-11,United Kingdom,28,3.1528571428571435
15044A,2011-12,United Kingdom,3,4.843333333333334
15044B,2011-05,Germany,6,2.9500000000000006
15044B,2011-06,Germany,6,2.9500000000000006
15044B,2011-01,Spain,6,2.9500000000000006
15044B,2010-12,United Kingdom,3,3.936666666666667
15044B,2011-01,United Kingdom,18,2.95
15044B,2011-02,United Kingdom,16,3.3050000000000006
15044B,2011-03,United Kingdom,70,2.7454285714285716
15044B,2011-04,United Kingdom,28,3.355714285714286
15044B,2011-05,United Kingdom,106,2.8416981132075474
15044B,2011-06,United Kingdom,31,3.1332258064516134
15044B,2011-07,United Kingdom,25,2.95
15044B,2011-09,United Kingdom,6,2.9500000000000006
15044C,2011-07,Canada,6,2.9500000000000006
15044C,2011-09,France,6,2.9500000000000006
15044C,2010-12,United Kingdom,10,3.838
15044C,2011-01,United Kingdom,7,5.79
15044C,2011-02,United Kingdom,8,2.95
15044C,2011-03,United Kingdom,82,2.8446341463414635
15044C,2011-04,United Kingdom,16,4.1925
15044C,2011-05,United Kingdom,35,3.274571428571429
15044C,2011-06,United Kingdom,44,3.2727272727272734
15044C,2011-07,United Kingdom,34,3.4511764705882353
15044C,2011-08,United Kingdom,16,3.4825000000000004
15044C,2011-09,United Kingdom,25,3.1772000000000005
15044C,2011-10,United Kingdom,6,3.423333333333334
15044C,2011-11,United Kingdom,17,2.95
15044C,2011-12,United Kingdom,2,2.95
15044D,2011-07,Canada,6,2.9500000000000006
15044D,2011-09,EIRE,6,2.9500000000000006
15044D,2011-05,Germany,6,2.9500000000000006
15044D,2011-06,Germany,12,2.9500000000000006
15044D,2011-01,Spain,6,2.9500000000000006
15044D,2010-12,United Kingdom,1,5.91
15044D,2011-01,United Kingdom,27,3.0551851851851857
15044D,2011-02,United Kingdom,8,3.66
15044D,2011-03,United Kingdom,133,2.670601503759398
15044D,2011-04,United Kingdom,28,3.051428571428572
15044D,2011-05,United Kingdom,62,3.041612903225807
15044D,2011-06,United Kingdom,23,3.073478260869565
15044D,2011-07,United Kingdom,103,2.6781553398058255
15044D,2011-08,United Kingdom,25,3.6316
15044D,2011-09,United Kingdom,95,2.6468421052631577
15044D,2011-10,United Kingdom,78,2.5807692307692305
15044D,2011-11,United Kingdom,24,3.068333333333334
15044D,2011-12,United Kingdom,2,2.95
15056BL,2011-05,Australia,3,5.95
15056BL,2011-07,Austria,12,5.95
15056BL,2011-12,Austria,24,5.95
15056BL,2011-02,Belgium,3,5.95
15056BL,2011-09,Belgium,3,5.95
15056BL,2011-10,Belgium,6,5.95
15056BL,2011-04,Brazil,3,5.95
15056BL,2010-12,EIRE,9,5.95
15056BL,2011-05,EIRE,3,5.95
15056BL,2011-06,EIRE,3,5.95
15056BL,2011-07,EIRE,3,5.95
15056BL,2011-09,EIRE,18,5.95
15056BL,2011-10,EIRE,27,5.95
15056BL,2011-11,EIRE,6,5.95
15056BL,2011-12,EIRE,6,5.95
15056BL,2011-08,Finland,3,5.95
15056BL,2010-12,France,21,5.950000000000001
15056BL,2011-01,France,12,5.95
15056BL,2011-02,France,30,5.95
15056BL,2011-03,France,3,5.95
15056BL,2011-06,France,6,5.95
15056BL,2011-07,France,3,5.95
15056BL,2011-08,France,9,5.95
15056BL,2011-09,France,6,5.95
15056BL,2011-11,France,21,5.950000000000001
15056BL,2011-01,Germany,3,5.95
15056BL,2011-03,Germany,12,5.95
15056BL,2011-04,Germany,18,5.95
15056BL,2011-05,Germany,84,5.235714285714286
15056BL,2011-06,Germany,18,5.95
15056BL,2011-07,Germany,27,5.95
15056BL,2011-08,Germany,3,5.95
15056BL,2011-09,Germany,3,5.95
15056BL,2011-10,Germany,15,5.95
15056BL,2011-11,Germany,12,5.95
15056BL,2010-12,Lithuania,12,5.95
15056BL,2011-10,Norway,9,5.95
15056BL,2011-05,Poland,3,5.95
15056BL,2011-07,Poland,6,5.95
15056BL,2011-09,Poland,3,5.95
15056BL,2011-11,Switzerland,12,5.95
15056BL,2010-12,United Kingdom,152,6.148421052631579
15056BL,2011-01,United Kingdom,178,5.385561797752809
15056BL,2011-02,United Kingdom,82,5.949999999999999
15056BL,2011-03,United Kingdom,107,5.95
15056BL,2011-04,United Kingdom,70,6.043
15056BL,2011-05,United Kingdom,105,5.564571428571428
15056BL,2011-06,United Kingdom,117,5.569914529914531
15056BL,2011-07,United Kingdom,464,5.1661853448275865
15056BL,2011-08,United Kingdom,206,5.527961165048544
15056BL,2011-09,United Kingdom,228,5.69921052631579
15056BL,2011-10,United Kingdom,492,5.189878048780488
15056BL,2011-11,United Kingdom,118,5.763898305084747
15056BL,2011-12,United Kingdom,42,6.415
15056N,2011-07,Austria,12,5.95
15056N,2011-12,Austria,24,5.95
15056N,2011-04,Brazil,3,5.95
15056N,2011-09,Cyprus,33,5.95
15056N,2011-10,Cyprus,33,5.95
15056N,2010-12,EIRE,6,5.95
15056N,2011-02,EIRE,14,5.950000000000001
15056N,2011-03,EIRE,9,5.95
15056N,2011-04,EIRE,3,5.95
15056N,2011-05,EIRE,12,5.95
15056N,2011-06,EIRE,18,5.95
15056N,2011-07,EIRE,3,5.95
15056N,2011-09,EIRE,6,5.95
15056N,2011-10,EIRE,36,5.95
15056N,2011-11,EIRE,6,5.95
15056N,2011-08,Finland,3,5.95
15056N,2010-12,France,3,5.95
15056N,2011-01,France,6,5.95
15056N,2011-02,France,9,5.95
15056N,2011-06,France,9,5.95
15056N,2011-09,France,18,5.95
15056N,2011-11,France,6,5.95
15056N,2011-01,Germany,3,5.95
15056N,2011-03,Germany,3,5.95
15056N,2011-05,Germany,69,5.0804347826086955
15056N,2011-06,Germany,19,5.95
15056N,2011-07,Germany,12,5.95
15056N,2011-08,Germany,9,5.95
15056N,2011-10,Germany,6,5.95
15056N,2011-11,Germany,6,5.95
15056N,2010-12,Italy,3,5.95
15056N,2010-12,Lithuania,12,5.95
15056N,2011-09,Norway,21,5.95
15056N,2011-05,Poland,3,5.95
15056N,2011-07,Poland,6,5.95
15056N,2011-09,Spain,3,5.95
15056N,2010-12,United Kingdom,117,5.774102564102565
15056N,2011-01,United Kingdom,130,5.990692307692308
15056N,2011-02,United Kingdom,255,5.397294117647059
15056N,2011-03,United Kingdom,468,5.368974358974359
15056N,2011-04,United Kingdom,174,5.9044827586206905
15056N,2011-05,United Kingdom,262,5.715610687022901
15056N,2011-06,United Kingdom,352,5.541335227272727
15056N,2011-07,United Kingdom,667,5.3460419790104945
15056N,2011-08,United Kingdom,408,5.59110294117647
15056N,2011-09,United Kingdom,270,5.843111111111112
15056N,2011-10,United Kingdom,200,5.785300000000001
15056N,2011-11,United Kingdom,144,5.592708333333333
15056N,2011-12,United Kingdom,60,6.184
15056P,2011-07,Austria,12,5.95
15056P,2011-12,Austria,12,5.95
15056P,2011-04,Brazil,3,5.95
15056P,2010-12,EIRE,6,5.95
15056P,2011-02,EIRE,2,5.95
15056P,2011-03,EIRE,6,5.95
15056P,2011-06,EIRE,3,5.95
15056P,2011-07,EIRE,3,5.95
15056P,2011-09,EIRE,15,5.95
15056P,2011-11,EIRE,6,5.95
15056P,2011-06,Finland,6,5.95
15056P,2011-08,Finland,6,5.95
15056P,2011-09,Finland,3,5.95
15056P,2010-12,France,6,5.95
15056P,2011-01,France,3,5.95
15056P,2011-03,France,12,5.95
15056P,2011-04,France,3,5.95
15056P,2011-01,Germany,3,5.95
15056P,2011-05,Germany,60,4.95
15056P,2011-06,Germany,6,5.95
15056P,2011-07,Germany,12,5.95
15056P,2011-08,Germany,9,5.95
15056P,2011-09,Germany,3,5.95
15056P,2011-10,Germany,6,5.95
15056P,2011-11,Germany,6,5.95
15056P,2010-12,Italy,3,5.95
15056P,2011-11,Switzerland,3,5.95
15056P,2010-12,United Kingdom,58,5.066206896551724
15056P,2011-01,United Kingdom,10,6.601000000000001
15056P,2011-02,United Kingdom,23,5.950000000000001
15056P,2011-03,United Kingdom,19,6.292631578947368
15056P,2011-04,United Kingdom,90,5.355666666666666
15056P,2011-05,United Kingdom,17,6.332941176470589
15056P,2011-06,United Kingdom,13,5.950000000000001
15056P,2011-07,United Kingdom,117,5.423589743589744
15056P,2011-08,United Kingdom,64,5.95
15056P,2011-09,United Kingdom,27,5.95
15056P,2011-10,United Kingdom,43,5.322093023255814
15056P,2011-11,United Kingdom,72,5.554583333333334
15056P,2011-12,United Kingdom,7,5.950000000000001
15056bl,2010-12,United Kingdom,11,12.72
15056bl,2011-01,United Kingdom,3,12.46
15056bl,2011-02,United Kingdom,8,12.46
15056bl,2011-03,United Kingdom,3,12.46
15056bl,2011-04,United Kingdom,5,12.46
15056bl,2011-05,United Kingdom,9,12.46
15056bl,2011-06,United Kingdom,11,12.46
15056bl,2011-07,United Kingdom,2,12.46
15056bl,2011-08,United Kingdom,10,12.46
15056bl,2011-09,United Kingdom,8,12.46
15056bl,2011-10,United Kingdom,5,12.46
15056bl,2011-11,United Kingdom,7,12.459999999999999
15056bl,2011-12,United Kingdom,5,12.46
15056n,2010-12,United Kingdom,11,12.72
15056n,2011-01,United Kingdom,2,12.46
15056n,2011-02,United Kingdom,5,12.46
15056n,2011-03,United Kingdom,10,12.46
15056n,2011-04,United Kingdom,3,12.46
15056n,2011-05,United Kingdom,14,12.459999999999999
15056n,2011-06,United Kingdom,11,12.46
15056n,2011-07,United Kingdom,22,12.46
15056n,2011-08,United Kingdom,21,12.46
15056n,2011-09,United Kingdom,10,12.46
15056n,2011-10,United Kingdom,11,12.46
15056n,2011-11,United Kingdom,7,12.459999999999999
15056p,2010-12,United Kingdom,5,12.72
15056p,2011-01,United Kingdom,2,12.46
15056p,2011-02,United Kingdom,1,12.46
15056p,2011-03,United Kingdom,1,12.46
15056p,2011-04,United Kingdom,2,12.46
15056p,2011-05,United Kingdom,5,12.46
15056p,2011-06,United Kingdom,5,12.46
15056p,2011-07,United Kingdom,3,12.46
15056p,2011-08,United Kingdom,5,12.46
15056p,2011-09,United Kingdom,1,12.46
15056p,2011-10,United Kingdom,1,12.46
15056p,2011-11,United Kingdom,1,12.46
15056p,2011-12,United Kingdom,1,12.46
15058A,2011-03,Finland,4,7.95
15058A,2011-05,France,2,7.95
15058A,2011-06,France,2,7.95
15058A,2011-08,Germany,2,7.95
15058A,2011-08,Israel,4,7.95
15058A,2011-10,Israel,1,7.95
15058A,2011-06,Norway,6,7.95
15058A,2011-04,Sweden,2,7.95
15058A,2011-05,Switzerland,2,7.95
15058A,2010-12,United Kingdom,1,7.95
15058A,2011-03,United Kingdom,5,11.352
15058A,2011-04,United Kingdom,16,8.305
15058A,2011-05,United Kingdom,52,8.580769230769231
15058A,2011-06,United Kingdom,57,7.816666666666666
15058A,2011-07,United Kingdom,16,8.66
15058A,2011-08,United Kingdom,18,8.072222222222223
15058A,2011-09,United Kingdom,5,9.654
15058A,2011-10,United Kingdom,3,10.79
15058A,2011-11,United Kingdom,2,7.95
15058B,2011-03,Finland,4,7.95
15058B,2011-05,France,4,7.95
15058B,2011-06,France,2,7.95
15058B,2011-08,Germany,2,7.95
15058B,2011-08,Israel,4,7.95
15058B,2011-06,Spain,2,7.95
15058B,2011-08,Switzerland,2,7.95
15058B,2010-12,United Kingdom,1,7.95
15058B,2011-01,United Kingdom,3,7.95
15058B,2011-02,United Kingdom,1,24.96
15058B,2011-03,United Kingdom,4,16.455000000000002
15058B,2011-04,United Kingdom,19,8.248947368421051
15058B,2011-05,United Kingdom,74,7.048918918918919
15058B,2011-06,United Kingdom,55,8.173272727272726
15058B,2011-07,United Kingdom,19,9.743684210526316
15058B,2011-08,United Kingdom,24,8.751666666666667
15058B,2011-09,United Kingdom,7,10.384285714285713
15058B,2011-11,United Kingdom,1,7.95
15058C,2011-05,France,10,3.95
15058C,2011-06,France,2,7.95
15058C,2011-05,Germany,10,3.95
15058C,2011-03,Netherlands,2,7.95
15058C,2011-05,Netherlands,10,3.95
15058C,2011-02,United Kingdom,4,7.95
15058C,2011-03,United Kingdom,12,6.034166666666667
15058C,2011-04,United Kingdom,14,10.179285714285713
15058C,2011-05,United Kingdom,67,5.515970149253731
15058C,2011-06,United Kingdom,58,4.79551724137931
15058C,2011-07,United Kingdom,33,6.214242424242424
15058C,2011-08,United Kingdom,11,9.757272727272728
15058C,2011-09,United Kingdom,4,10.08
15058C,2011-10,United Kingdom,1,10.79
15058C,2011-11,United Kingdom,1,10.79
15058C,2011-12,United Kingdom,1,10.79
15060B,2011-07,Austria,4,3.75
15060B,2011-05,EIRE,4,3.75
15060B,2011-07,EIRE,4,3.75
15060B,2011-09,EIRE,16,3.75
15060B,2011-10,EIRE,4,3.75
15060B,2011-01,Germany,4,3.75
15060B,2011-07,Germany,4,3.75
15060B,2011-08,Germany,12,3.75
15060B,2011-10,Germany,4,3.75
15060B,2011-01,Italy,4,3.75
15060B,2011-09,Norway,8,3.75
15060B,2011-09,Spain,4,3.75
15060B,2011-02,Switzerland,4,3.75
15060B,2010-12,United Kingdom,56,4.5928571428571425
15060B,2011-01,United Kingdom,37,4.359189189189189
15060B,2011-02,United Kingdom,19,5.422631578947368
15060B,2011-03,United Kingdom,19,4.466842105263158
15060B,2011-04,United Kingdom,5,5.566
15060B,2011-05,United Kingdom,27,3.918148148148148
15060B,2011-06,United Kingdom,16,4.60125
15060B,2011-07,United Kingdom,32,3.8918749999999998
15060B,2011-08,United Kingdom,83,3.281084337349397
15060B,2011-09,United Kingdom,49,4.120612244897959
15060B,2011-10,United Kingdom,14,4.074285714285714
15060B,2011-11,United Kingdom,18,2.95
15060b,2011-09,United Kingdom,1,8.29
15060b,2011-10,United Kingdom,1,8.29
15060b,2011-11,United Kingdom,1,8.29
16008,2011-10,Germany,24,0.12
16008,2011-12,Germany,48,0.12
16008,2011-04,Iceland,24,0.25
16008,2011-08,Israel,24,0.12
16008,2011-09,Norway,24,0.12
16008,2011-10,Norway,72,0.12000000000000001
16008,2011-11,Norway,240,0.11999999999999998
16008,2011-12,Norway,240,0.11999999999999998
16008,2011-10,Portugal,12,0.12
16008,2011-09,Switzerland,24,0.12
16008,2011-10,Switzerland,24,0.12
16008,2010-12,United Kingdom,14,0.25
16008,2011-02,United Kingdom,20,0.25
16008,2011-03,United Kingdom,72,0.25
16008,2011-04,United Kingdom,240,0.08
16008,2011-06,United Kingdom,49,0.25
16008,2011-07,United Kingdom,128,0.12
16008,2011-08,United Kingdom,434,0.12
16008,2011-09,United Kingdom,220,0.12
16008,2011-10,United Kingdom,210,0.12
16008,2011-11,United Kingdom,701,0.12000000000000001
16008,2011-12,United Kingdom,48,0.12
16010,2010-12,United Kingdom,12,0.12
16010,2011-02,United Kingdom,12,0.12
16010,2011-03,United Kingdom,6,0.12
16011,2011-03,EIRE,24,0.21
16011,2011-05,Germany,24,0.21
16011,2011-08,Germany,48,0.21
16011,2011-10,Germany,24,0.21
16011,2010-12,United Kingdom,94,0.21000000000000002
16011,2011-01,United Kingdom,191,0.21
16011,2011-02,United Kingdom,96,0.21
16011,2011-03,United Kingdom,123,0.21
16011,2011-04,United Kingdom,195,0.21000000000000002
16011,2011-05,United Kingdom,40,0.21000000000000002
16011,2011-06,United Kingdom,54,0.21
16011,2011-07,United Kingdom,189,0.21
16011,2011-08,United Kingdom,144,0.21
16011,2011-09,United Kingdom,48,0.21
16011,2011-10,United Kingdom,95,0.21000000000000002
16011,2011-11,United Kingdom,359,0.21
16011,2011-12,United Kingdom,25,0.21
16012,2011-07,EIRE,72,0.21
16012,2011-02,France,24,0.21
16012,2011-01,Switzerland,24,0.21
16012,2010-12,United Kingdom,120,0.21
16012,2011-01,United Kingdom,72,0.21000000000000002
16012,2011-02,United Kingdom,24,0.21
16012,2011-03,United Kingdom,384,0.21
16012,2011-04,United Kingdom,28,0.21
16012,2011-05,United Kingdom,133,0.21
16012,2011-06,United Kingdom,24,0.21
16012,2011-07,United Kingdom,98,0.21
16012,2011-09,United Kingdom,24,0.21
16012,2011-11,United Kingdom,168,0.21000000000000002
16012,2011-12,United Kingdom,25,0.21
16012,2011-07,Unspecified,24,0.21
16014,2011-09,EIRE,20,0.42000000000000004
16014,2011-05,Germany,20,0.42000000000000004
16014,2011-08,Germany,20,0.42000000000000004
16014,2011-09,Germany,20,0.42000000000000004
16014,2011-09,Norway,20,0.42000000000000004
16014,2011-11,Norway,60,0.42
16014,2011-12,Norway,60,0.42
16014,2011-05,Poland,40,0.42000000000000004
16014,2011-07,Poland,40,0.42000000000000004
16014,2010-12,United Kingdom,1029,0.3228182701652089
16014,2011-01,United Kingdom,10,0.42000000000000004
16014,2011-02,United Kingdom,1501,0.32006662225183213
16014,2011-03,United Kingdom,1060,0.32566037735849057
16014,2011-04,United Kingdom,23,0.42
16014,2011-05,United Kingdom,2711,0.32409443009959427
16014,2011-06,United Kingdom,32,0.35750000000000004
16014,2011-07,United Kingdom,20,0.42000000000000004
16014,2011-08,United Kingdom,2045,0.322200488997555
16014,2011-09,United Kingdom,1001,0.32009990009990014
16014,2011-10,United Kingdom,40,0.42000000000000004
16014,2011-11,United Kingdom,3546,0.32129723632261703
16014,2011-12,United Kingdom,10,0.42000000000000004
16015,2010-12,United Kingdom,21,0.5
16015,2011-01,United Kingdom,20,0.5
16015,2011-02,United Kingdom,101,0.5
16015,2011-03,United Kingdom,70,0.5
16015,2011-04,United Kingdom,303,0.37386138613861386
16015,2011-05,United Kingdom,43,0.5
16015,2011-06,United Kingdom,30,0.4066666666666666
16015,2011-08,United Kingdom,24,0.5
16015,2011-10,United Kingdom,20,0.5
16015,2011-11,United Kingdom,30,0.5
16016,2011-09,EIRE,10,0.85
16016,2010-12,Germany,10,0.85
16016,2011-05,Germany,20,0.85
16016,2011-06,Germany,10,0.85
16016,2011-08,Germany,20,0.85
16016,2011-10,Germany,10,0.85
16016,2011-09,Norway,10,0.85
16016,2011-11,Norway,40,0.85
16016,2011-12,Norway,40,0.85
16016,2011-05,Poland,20,0.85
16016,2011-06,Poland,10,0.85
16016,2011-07,Poland,40,0.85
16016,2011-09,Poland,20,0.85
16016,2011-11,Poland,10,0.85
16016,2011-07,Switzerland,10,0.85
